Id,EDAD JEFE FAMILIA,MODALIDAD,DEPARTAMENTO GRUPO FAMILIAR,Type,DEPARTAMENTO
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,CUSCO
INVERSIONES SANCHEZ Y LAZARO S.A.C,,AVN,,entidad,LA LIBERTAD
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,HUANCAVELICA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,CALLAO
CONSTRUCCIONES E INMUEBLES S.A.C.,,AVN,,entidad,LA LIBERTAD
AS CONSULTORES & CONSTRUCTORES SRL.,,AVN,,entidad,SAN MARTIN
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,ANCASH
MENORCA INVERSIONES S.A.C.,,AVN,,entidad,LIMA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,LIMA
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,LA LIBERTAD
INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,,AVN,,entidad,LAMBAYEQUE
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,LA LIBERTAD
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,CAJAMARCA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,LAMBAYEQUE
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,ICA
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,CAJAMARCA
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,PIURA
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,CALLAO
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,AREQUIPA
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,LAMBAYEQUE
CONSTRUCTORA HABIMOR S.A.C.,,AVN,,entidad,TUMBES
LOS PORTALES S.A,,AVN,,entidad,ICA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,LA LIBERTAD
VENET-INTERNATIONAL E.I.R.L.,,AVN,,entidad,CAJAMARCA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,LORETO
CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,,AVN,,entidad,PUNO
CONSTRUCTORA PROHABIT E INMOBILIARIA S.A.C.,,AVN,,entidad,AREQUIPA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,TACNA
INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,,AVN,,entidad,LIMA
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,JUNIN
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,HUANCAVELICA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,AREQUIPA
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,CAJAMARCA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,AREQUIPA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,PUNO
INMOBILIARIA Y EJECUTORES ORION S.A.C.,,AVN,,entidad,APURIMAC
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,TACNA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,CALLAO
CONSTRUCTORA LOS CASTAÐOS DE FERREÐAFE S.A.C.,,AVN,,entidad,AMAZONAS
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,JUNIN
INMOBILIARIA SANTA FE S.A.,,AVN,,entidad,LIMA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,AMAZONAS
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,PIURA
VENET-INTERNATIONAL E.I.R.L.,,AVN,,entidad,LAMBAYEQUE
FORTALEZA  MAM CONTRATISTAS  S.A.C.,,AVN,,entidad,ANCASH
INMOBILIARIA SANTA FE S.A.,,AVN,,entidad,TUMBES
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,CAJAMARCA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,TUMBES
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,HUANUCO
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,PIURA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,LAMBAYEQUE
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,ANCASH
DESARROLLO INMOBILIARIO MARVERDE S.A.C,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,UCAYALI
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,ICA
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,SAN MARTIN
AEC CONTRATISTAS GENERALES E.I.R.LTDA,,AVN,,entidad,CUSCO
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,LORETO
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,JUNIN
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,APURIMAC
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,MADRE DE DIOS
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,CALLAO
CONSTRUCTORA E INMOBILIARIA VILLA PRIMAVERA S.A.C.,,AVN,,entidad,HUANCAVELICA
INMOBILIARIA MALYVET SOCIEDAD ANONIMA CERRADA - INMOBILIARIA MALYVET S.A.C.,,AVN,,entidad,PIURA
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,LAMBAYEQUE
CORPORACION ARVI3 S.A.C.,,AVN,,entidad,LAMBAYEQUE
LOLI SALAZAR KAROL ESTHER,,AVN,,entidad,ICA
CONDOMINIO LA MERCED S.A.C.,,AVN,,entidad,LA LIBERTAD
LOS PORTALES S.A,,AVN,,entidad,LAMBAYEQUE
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,AYACUCHO
CONSTRUCTORA & INMOBILIARIA TORRES DE CRISTAL S.A.C. - CONSIN TORRES DE CRISTAL S.A.C.,,AVN,,entidad,CAJAMARCA
BANCO DE MATERIALES S.A.C. EN LIQUIDACION,,AVN,,entidad,ICA
CONSTRUCTORA & INMOBILIARIA TORRES DE CRISTAL S.A.C. - CONSIN TORRES DE CRISTAL S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA L Y M CONTRATISTAS S.A.C.,,AVN,,entidad,LA LIBERTAD
DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,,AVN,,entidad,LIMA
CONSTRUCTORA & INMOBILIARIA TORRES DE CRISTAL S.A.C. - CONSIN TORRES DE CRISTAL S.A.C.,,AVN,,entidad,LA LIBERTAD
VYVE SULLANA S.A.C.,,AVN,,entidad,PIURA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,PASCO
CONSTRUCTORA GALILEA S.A.C.,,AVN,,entidad,ANCASH
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,PUNO
MURANO INVESTMENT S.A.C.,,AVN,,entidad,LAMBAYEQUE
AS CONSULTORES & CONSTRUCTORES SRL.,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA E INMOBILIARIA MANCINI S.A.C.,,AVN,,entidad,SAN MARTIN
MERCADO CONSTRUCTORES S.A.C.,,AVN,,entidad,LA LIBERTAD
MURANO INVESTMENT S.A.C.,,AVN,,entidad,LIMA
CORPORACION GF S.A.C.,,AVN,,entidad,LA LIBERTAD
CORPORACION GF S.A.C.,,AVN,,entidad,CALLAO
BRICK S.A.C.,,AVN,,entidad,LA LIBERTAD
J & F PERU GROUP S.A.C.,,AVN,,entidad,LA LIBERTAD
SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,,AVN,,entidad,SAN MARTIN
DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,,AVN,,entidad,SAN MARTIN
LOS PORTALES S.A,,AVN,,entidad,AREQUIPA
INMOBILIARIA NOVATERRA ASOCIADOS S.A.C.,,AVN,,entidad,LA LIBERTAD
LOS PORTALES S.A,,AVN,,entidad,LIMA
DESARROLLO INMOBILIARIO MARVERDE S.A.C,,AVN,,entidad,CAJAMARCA
AS CONSULTORES & CONSTRUCTORES SRL.,,AVN,,entidad,LIMA
VIVA NEGOCIO INMOBILIARIO S.A.C.,,AVN,,entidad,LIMA
INMOBILIARIA MALYVET SOCIEDAD ANONIMA CERRADA - INMOBILIARIA MALYVET S.A.C.,,AVN,,entidad,LIMA
AEC CONTRATISTAS GENERALES E.I.R.LTDA,,AVN,,entidad,LIMA
AV PROYECTOS Y CONSTRUCCIONES SAC,,AVN,,entidad,LIMA
SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,,AVN,,entidad,LIMA
ALTO IMPACTO CONSTRUCTORA Y COMERCIALIZADORA INMOBILIARIA E.I.R.L.,,AVN,,entidad,LIMA
CONSTRUCTORA VALLES DEL PERU SOCIEDAD ANONIMA,,AVN,,entidad,LIMA
LOS PORTALES S.A,,AVN,,entidad,PIURA
LOS ALTOS DE CASTILLA ETAPA 2 S.A.C.,,AVN,,entidad,PIURA
DESARROLLADORA DEL NORTE SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,PIURA
GRUPO YANASARA S.A.C.,,AVN,,entidad,LIMA
GABINETE PARA EL DESARROLLO ANDINICO S.A.C.,,AVN,,entidad,ANCASH
INGENIERIA CIVIL MECANICA DEL PERU S.A.C. - INCIMEC DEL PERU,,AVN,,entidad,PIURA
INNOVA SERVIS GS S.A.C.,,CSP,,entidad,TACNA
MECOP CONTRATISTAS S.A.C.,,CSP,,entidad,AREQUIPA
CONSTRUCTORA TORRES ASOCIADOS S.A.C.,,CSP,,entidad,UCAYALI
CONSTRUCTORA E INGENIERIA DIAZ DELGADO S.R.L.,,CSP,,entidad,CAJAMARCA
CONSTRUCTORA LC Y BC E.I.R.L.,,CSP,,entidad,TACNA
EDIFICACIONES SWOLAR E.I.R.L.,,CSP,,entidad,AREQUIPA
HP CONSTRUCTORA Y SERVICIOS GENERALES S.R.L.,,CSP,,entidad,LORETO
INVERSIONES JHOYSAN S.A.C,,CSP,,entidad,LORETO
CONSTRUCTORA GALILEA S.A.C.,,AVN,,entidad,LIMA
DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,,AVN,,entidad,LA LIBERTAD
CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,,AVN,,entidad,LIMA
K-L-M CONTRATISTAS GENERALES S.A.C.,,AVN,,entidad,PIURA
K-L-M CONTRATISTAS GENERALES S.A.C.,,AVN,,entidad,CALLAO
MERCADO CONSTRUCTORES S.A.C.,,AVN,,entidad,CAJAMARCA
MERCADO CONSTRUCTORES S.A.C.,,AVN,,entidad,LIMA
MERCADO CONSTRUCTORES S.A.C.,,AVN,,entidad,LAMBAYEQUE
K-L-M CONTRATISTAS GENERALES S.A.C.,,AVN,,entidad,LIMA
K-L-M CONTRATISTAS GENERALES S.A.C.,,AVN,,entidad,CAJAMARCA
DANANI CONSTRUCCIONES E.I.R.L.,,CSP,,entidad,CAJAMARCA
CONSTRUCTORA E INMOBILIARIA NICSAL E.I.R.L.,,CSP,,entidad,CAJAMARCA
AEC CONTRATISTAS GENERALES E.I.R.LTDA,,AVN,,entidad,MADRE DE DIOS
INMOBILIARIA SANTA FE S.A.,,AVN,,entidad,CAJAMARCA
CONSTRUCTORA & INMOBILIARIA TORRES DE CRISTAL S.A.C. - CONSIN TORRES DE CRISTAL S.A.C.,,AVN,,entidad,AMAZONAS
RGD CONSTRUCCIONES S.A.,,AVN,,entidad,HUANUCO
FLORESTA JAH INMOBILIARIA Y CONSTRUCTORA SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,JUNIN
LOLI SALAZAR KAROL ESTHER,,AVN,,entidad,LIMA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,AREQUIPA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,PUNO
DESARROLLO INMOBILIARIO MARVERDE S.A.C,,AVN,,entidad,LIMA
AS CONSULTORES & CONSTRUCTORES SRL.,,AVN,,entidad,CAJAMARCA
MERCADO CONSTRUCTORES S.A.C.,,AVN,,entidad,SAN MARTIN
DESARROLLO INMOBILIARIO MARVERDE S.A.C,,AVN,,entidad,AREQUIPA
INMOBILIARIA EL BRAMADERO S.A.C.,,AVN,,entidad,MADRE DE DIOS
LOS PORTALES S.A,,AVN,,entidad,ANCASH
SERVICIOS GENERALES Y CONSTRUCCIONES W&D S.R.L.,,AVN,,entidad,AMAZONAS
CONSTRUCTORA E INMOBILIARIA MARANATHA S.R.L.,,AVN,,entidad,LA LIBERTAD
LOS PORTALES S.A,,AVN,,entidad,AMAZONAS
CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,,AVN,,entidad,LA LIBERTAD
LOS PORTALES S.A,,AVN,,entidad,CALLAO
MURANO INVESTMENT S.A.C.,,AVN,,entidad,CAJAMARCA
GRUPO FA & PA S.A.C.,,AVN,,entidad,LA LIBERTAD
LOS PORTALES S.A,,AVN,,entidad,CAJAMARCA
ARIANT S.A.C.,,AVN,,entidad,LIMA
YESENIA CONTRATISTAS E.I.R.L.,,AVN,,entidad,LA LIBERTAD
B & M CONSTRUCCIONES ICA S.A.C.,,AVN,,entidad,ICA
MURANO INVESTMENT S.A.C.,,AVN,,entidad,CUSCO
BECTEK CONTRATISTAS S.A.C.,,AVN,,entidad,CALLAO
GRUPO FA & PA S.A.C.,,AVN,,entidad,TUMBES
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,CALLAO
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,LIMA
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,APURIMAC
DESPACHO DE OBRAS Y CONSTRUCCIONES S.A.C.,,AVN,,entidad,AMAZONAS
MENORCA INVERSIONES S.A.C.,,AVN,,entidad,ICA
MURANO INVESTMENT S.A.C.,,AVN,,entidad,SAN MARTIN
CASTILLO DIAZ CONSTRUCTORES E.I.R.L. - CASTILDICO E.I.R.L.,,AVN,,entidad,LIMA
CASTILLO DIAZ CONSTRUCTORES E.I.R.L. - CASTILDICO E.I.R.L.,,AVN,,entidad,LA LIBERTAD
ALTO IMPACTO CONSTRUCTORA Y COMERCIALIZADORA INMOBILIARIA E.I.R.L.,,AVN,,entidad,CALLAO
CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,,AVN,,entidad,LAMBAYEQUE
CONSTRUCTORA E INMOBILIARIA LUNA VICTORIA E.I.R.L.,,AVN,,entidad,JUNIN
MENORCA INVERSIONES S.A.C.,,AVN,,entidad,JUNIN
INVERSIONES MAC HOUSE SOCIEDAD ANONIMA CERRADA,,AVN,,entidad,LIMA
MIRANDA CONSTRUCTORES S.A.,,AVN,,entidad,PUNO
GRUPO  INMOBILIARIO  KINSA  S.A.C.,,AVN,,entidad,CAJAMARCA
AVM CONSTRUCCIONES S.A.C.,,AVN,,entidad,LA LIBERTAD
ASOCIACION COMUNION PROMOCION DESARROLLO Y LIBERACION COPRODELI,,AVN,,entidad,CAJAMARCA
